pair_id,source,tier,repair_author,project_slug,project_url,module_path,test_class,test_method,fq_test,before_sha,before_sha_reachable,after_type,after_ref,source_category,idoft_status,flakebench_label,flakebench_category,label_confidence,label_candidates,mapping_note,build_env,java_version,reproflake_zip,reproflake_url,reproflake_fixed_sha,polluter,in_flakebench,flakebench_existing_label,notes
P0999,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-client,org.apache.pulsar.client.impl.schema.ProtobufNativeSchemaTest,testSchema,org.apache.pulsar.client.impl.schema.ProtobufNativeSchemaTest.testSchema,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24805,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1000,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-client,org.apache.pulsar.client.impl.schema.ProtobufSchemaTest,testParsingInfoProperty,org.apache.pulsar.client.impl.schema.ProtobufSchemaTest.testParsingInfoProperty,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24807,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1001,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-client,org.apache.pulsar.client.impl.schema.SchemaInfoTest$SchemaInfoBuilderTest,testNullPropertyValue,org.apache.pulsar.client.impl.schema.SchemaInfoTest$SchemaInfoBuilderTest.testNullPropertyValue,c4f125cfa292a8d61e0d037fa2d0fa1e89308b29,yes,pr,https://github.com/apache/pulsar/pull/24969,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1002,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-client,org.apache.pulsar.client.impl.schema.SchemaInfoTest,testSchemaInfoToString,org.apache.pulsar.client.impl.schema.SchemaInfoTest.testSchemaInfoToString,c4f125cfa292a8d61e0d037fa2d0fa1e89308b29,yes,pr,https://github.com/apache/pulsar/pull/24969,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1003,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-common,org.apache.pulsar.common.policies.data.NamespaceOwnershipStatusTest,testSerialization,org.apache.pulsar.common.policies.data.NamespaceOwnershipStatusTest.testSerialization,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1004,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-common,org.apache.pulsar.common.policies.data.PoliciesDataTest,propertyAdmin,org.apache.pulsar.common.policies.data.PoliciesDataTest.propertyAdmin,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24871,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1005,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-common,org.apache.pulsar.common.policies.impl.NamespaceIsolationPoliciesTest,testJsonSerialization,org.apache.pulsar.common.policies.impl.NamespaceIsolationPoliciesTest.testJsonSerialization,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1006,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-docs-tools,org.apache.pulsar.docs.tools.CmdGenerateDocsTest,testGenerateDocs,org.apache.pulsar.docs.tools.CmdGenerateDocsTest.testGenerateDocs,c4f125cfa292a8d61e0d037fa2d0fa1e89308b29,yes,pr,https://github.com/apache/pulsar/pull/24973,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1007,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-functions/utils,org.apache.pulsar.functions.utils.FunctionConfigUtilsTest,testConvertBackFidelity,org.apache.pulsar.functions.utils.FunctionConfigUtilsTest.testConvertBackFidelity,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1008,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-functions/utils,org.apache.pulsar.functions.utils.SinkConfigUtilsTest,testConvertBackFidelity,org.apache.pulsar.functions.utils.SinkConfigUtilsTest.testConvertBackFidelity,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1009,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-functions/utils,org.apache.pulsar.functions.utils.SourceConfigUtilsTest,testBatchConfigMergeEqual,org.apache.pulsar.functions.utils.SourceConfigUtilsTest.testBatchConfigMergeEqual,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1010,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/elastic-search,org.apache.pulsar.io.elasticsearch.ElasticSearchExtractTests,testGenericRecord,org.apache.pulsar.io.elasticsearch.ElasticSearchExtractTests.testGenericRecord,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1011,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/http,org.apache.pulsar.io.http.HttpSinkTest,testGenericRecord,org.apache.pulsar.io.http.HttpSinkTest.testGenericRecord,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24872,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1012,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/http,org.apache.pulsar.io.http.HttpSinkTest,testKeyValueGenericRecord,org.apache.pulsar.io.http.HttpSinkTest.testKeyValueGenericRecord,678db6b34587b0042235f0d31e4c406bb0263bcd,yes,pr,https://github.com/apache/pulsar/pull/24872,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1013,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/http,org.apache.pulsar.io.http.HttpSinkTest,testKeyValuePrimitives,org.apache.pulsar.io.http.HttpSinkTest.testKeyValuePrimitives,678db6b34587b0042235f0d31e4c406bb0263bcd,yes,pr,https://github.com/apache/pulsar/pull/24872,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1014,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/kafka,org.apache.pulsar.io.kafka.sink.KafkaAbstractSinkTest,testInvalidConfigWillThrownException,org.apache.pulsar.io.kafka.sink.KafkaAbstractSinkTest.testInvalidConfigWillThrownException,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24877,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,Failed 6 assertions
P1015,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/kinesis,org.apache.pulsar.io.kinesis.UtilsTest,testKeyValueSerializeNoValue,org.apache.pulsar.io.kinesis.UtilsTest.testKeyValueSerializeNoValue,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24821,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1016,idoft,A,developer,apache/pulsar,https://github.com/apache/pulsar,pulsar-io/mongo,org.apache.pulsar.io.mongodb.MongoSourceTest,testWriteBadMessage,org.apache.pulsar.io.mongodb.MongoSourceTest.testWriteBadMessage,fdeb191a946a76ca5edde81464f453fcd03fc6d3,yes,pr,https://github.com/apache/pulsar/pull/24835,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1017,idoft,A,developer,apache/rocketmq,https://github.com/apache/rocketmq,common,org.apache.rocketmq.common.filter.FilterAPITest,testBuildTagSome,org.apache.rocketmq.common.filter.FilterAPITest.testBuildTagSome,a75c74234915f1673c635639e6a70e4c25dcd740,yes,pr,https://github.com/apache/rocketmq/pull/3959,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,rocketmq=common=95202f1,https://zenodo.org/records/18605131/files/rocketmq=common=95202f1.zip,895bd95e82e597ebb6c970e86522e238618a8610,,,,
P1018,idoft,A,developer,apache/rocketmq,https://github.com/apache/rocketmq,common,org.apache.rocketmq.common.UtilAllTest,testCalculateFileSizeInPath,org.apache.rocketmq.common.UtilAllTest.testCalculateFileSizeInPath,3c0b3307011fad53f811e08d05147d94fc6c0d67,no,pr,https://github.com/apache/rocketmq/pull/7445,ID,DeveloperFixed,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://github.com/apache/rocketmq/commit/5d492c338258d07613103e6ae16df4c6fa5b3838
P1019,idoft,A,developer,apache/rocketmq-dashboard,https://github.com/apache/rocketmq-dashboard,rocketmq-dashboard,org.apache.rocketmq.dashboard.controller.TopicControllerTest,testList,org.apache.rocketmq.dashboard.controller.TopicControllerTest.testList,2160e23b917824905d12567090da568fbc08a1c7,yes,pr,https://github.com/apache/rocketmq-dashboard/pull/120,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1020,idoft,A,developer,apache/seatunnel,https://github.com/apache/seatunnel,seatunnel-api,org.apache.seatunnel.api.configuration.util.OptionUtilTest,test,org.apache.seatunnel.api.configuration.util.OptionUtilTest.test,e3f8009564d22ccddbf1da1b47b3a64df8405150,yes,pr,https://github.com/apache/seatunnel/pull/5894,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,seatunnel=seatunnel-api=e84dcb8,https://zenodo.org/records/18605131/files/seatunnel=seatunnel-api=e84dcb8.zip,a6bd041dccb5e0442131d94c3715fea3a33d8c35,,,,
P1021,idoft,A,developer,apache/sedona,https://github.com/apache/sedona,common,org.apache.sedona.core.formatMapper.GeoJsonIOTest,testReadWriteGeoJson,org.apache.sedona.core.formatMapper.GeoJsonIOTest.testReadWriteGeoJson,1bf3fea03038f3a4aaf97de9aa8e4e646385db64,yes,pr,https://github.com/apache/sedona/pull/1130,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1022,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-protobuf,org.apache.servicecomb.codec.protobuf.schema.TestSchemaToProtoGenerator,testListMapTypeCorrect,org.apache.servicecomb.codec.protobuf.schema.TestSchemaToProtoGenerator.testListMapTypeCorrect,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4635,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,17,servicecomb-java-chassis=common+common-protobuf=27552d2,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-protobuf=27552d2.zip,bf02a1bfc2dbd5582e5dadb842524251c4b0a25c,,,,
P1023,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-protobuf,org.apache.servicecomb.codec.protobuf.schema.TestSchemaToProtoGenerator,test_springmvc_model_schema_correct,org.apache.servicecomb.codec.protobuf.schema.TestSchemaToProtoGenerator.test_springmvc_model_schema_correct,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4635,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,17,servicecomb-java-chassis=common+common-protobuf=27552d2,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-protobuf=27552d2.zip,bf02a1bfc2dbd5582e5dadb842524251c4b0a25c,,,,
P1024,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,core,org.apache.servicecomb.common.rest.codec.param.TestRestClientRequestImpl,testCookie,org.apache.servicecomb.common.rest.codec.param.TestRestClientRequestImpl.testCookie,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,SCB-2731,https://zenodo.org/records/18474558/files/SCB-2731.zip,94a672f6d1f27455db8d6bf4100a2daf1c397897,,,,
P1025,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-rest,org.apache.servicecomb.common.rest.codec.param.TestRestClientRequestImpl,testForm,org.apache.servicecomb.common.rest.codec.param.TestRestClientRequestImpl.testForm,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,servicecomb-java-chassis=common+common-rest=94a672f,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-rest=94a672f.zip,ad0b38f9de90c73526fed719fd5dba6430e653b2,,,,
P1026,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-rest,org.apache.servicecomb.common.rest.filter.inner.RestServerCodecFilterTest,should_convert_exception_to_response_when_decode_request_failed,org.apache.servicecomb.common.rest.filter.inner.RestServerCodecFilterTest.should_convert_exception_to_response_when_decode_request_failed,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,servicecomb-java-chassis=common+common-rest=94a672f,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-rest=94a672f.zip,ad0b38f9de90c73526fed719fd5dba6430e653b2,,,,
P1027,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-rest,org.apache.servicecomb.common.rest.RestProducerInvocationCreatorTest,should_failed_when_accept_is_not_support,org.apache.servicecomb.common.rest.RestProducerInvocationCreatorTest.should_failed_when_accept_is_not_support,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,servicecomb-java-chassis=common+common-rest=94a672f,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-rest=94a672f.zip,ad0b38f9de90c73526fed719fd5dba6430e653b2,,,,
P1028,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-rest,org.apache.servicecomb.common.rest.RestProducerInvocationCreatorTest,should_failed_when_not_defined_any_schema,org.apache.servicecomb.common.rest.RestProducerInvocationCreatorTest.should_failed_when_not_defined_any_schema,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,servicecomb-java-chassis=common+common-rest=94a672f,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=common+common-rest=94a672f.zip,ad0b38f9de90c73526fed719fd5dba6430e653b2,,,,
P1029,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,core,org.apache.servicecomb.core.exception.ExceptionsTest,should_convert_unknown_client_exception_to_invocation_exception,org.apache.servicecomb.core.exception.ExceptionsTest.should_convert_unknown_client_exception_to_invocation_exception,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4633,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,17,servicecomb-java-chassis=core=7fcf44e,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=core=7fcf44e.zip,49ece92a576c0ab96df49a6e85d8dd9f2ad2187b,,,,
P1030,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,core,org.apache.servicecomb.core.exception.ExceptionsTest,should_convert_unknown_server_exception_to_invocation_exception,org.apache.servicecomb.core.exception.ExceptionsTest.should_convert_unknown_server_exception_to_invocation_exception,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4633,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,17,servicecomb-java-chassis=core=7fcf44e,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=core=7fcf44e.zip,49ece92a576c0ab96df49a6e85d8dd9f2ad2187b,,,,
P1031,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,core,org.apache.servicecomb.core.invocation.endpoint.EndpointTest,should_ignore_endpoint_when_generate_swagger,org.apache.servicecomb.core.invocation.endpoint.EndpointTest.should_ignore_endpoint_when_generate_swagger,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4990,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1032,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,common/common-rest,org.apache.servicecomb.core.TestInvocation,traceIdGeneratorInit,org.apache.servicecomb.core.TestInvocation.traceIdGeneratorInit,68bdb78926654b6a15dd12ade8c0533c0e704528,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3501,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,SCB-2731,https://zenodo.org/records/18474558/files/SCB-2731.zip,94a672f6d1f27455db8d6bf4100a2daf1c397897,,,,
P1033,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,foundations/foundation-metrics,org.apache.servicecomb.foundation.metrics.publish.spectator.TestMeasurementGroupConfig,addGroup,org.apache.servicecomb.foundation.metrics.publish.spectator.TestMeasurementGroupConfig.addGroup,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4994,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1034,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,foundations/foundation-vertx,org.apache.servicecomb.foundation.vertx.http.TestAbstractHttpServletRequest,testAttribute,org.apache.servicecomb.foundation.vertx.http.TestAbstractHttpServletRequest.testAttribute,76813bc18a2513d6797794721d0bcf72dcc4ab22,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3393,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1.zip,766ffea3d8f9e055e08ae4c3476a9e0cd05f2505,,,,
P1035,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,foundations/foundation-vertx,org.apache.servicecomb.foundation.vertx.http.TestStandardHttpServletRequestEx,parameterMap_merge,org.apache.servicecomb.foundation.vertx.http.TestStandardHttpServletRequestEx.parameterMap_merge,76813bc18a2513d6797794721d0bcf72dcc4ab22,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3393,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1.zip,766ffea3d8f9e055e08ae4c3476a9e0cd05f2505,,,,
P1036,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,foundations/foundation-vertx,org.apache.servicecomb.foundation.vertx.http.TestStandardHttpServletRequestEx,setParameter,org.apache.servicecomb.foundation.vertx.http.TestStandardHttpServletRequestEx.setParameter,76813bc18a2513d6797794721d0bcf72dcc4ab22,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3393,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1.zip,766ffea3d8f9e055e08ae4c3476a9e0cd05f2505,,,,
P1037,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,foundations/foundation-vertx,org.apache.servicecomb.foundation.vertx.http.TestVertxServerRequestToHttpServletRequest,setParameter,org.apache.servicecomb.foundation.vertx.http.TestVertxServerRequestToHttpServletRequest.setParameter,76813bc18a2513d6797794721d0bcf72dcc4ab22,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3393,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1,https://zenodo.org/records/18605131/files/servicecomb-java-chassis=foundations+foundation-vertx=f37cdb1.zip,766ffea3d8f9e055e08ae4c3476a9e0cd05f2505,,,,
P1038,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,metrics/metrics-core,org.apache.servicecomb.metrics.core.publish.TestInvocationPublishModelFactory,createDefaultPublishModel,org.apache.servicecomb.metrics.core.publish.TestInvocationPublishModelFactory.createDefaultPublishModel,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4947,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1039,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,metrics/metrics-core,org.apache.servicecomb.metrics.core.publish.TestThreadPoolPublishModelFactory,createDefaultPublishModel,org.apache.servicecomb.metrics.core.publish.TestThreadPoolPublishModelFactory.createDefaultPublishModel,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4969,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1040,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,service-registry/registry-lightweight,org.apache.servicecomb.registry.lightweight.MessageTest,should_encode_register_type,org.apache.servicecomb.registry.lightweight.MessageTest.should_encode_register_type,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4971,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1041,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,service-registry/registry-lightweight,org.apache.servicecomb.registry.lightweight.MessageTest,should_encode_unregister_type,org.apache.servicecomb.registry.lightweight.MessageTest.should_encode_unregister_type,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4971,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1042,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,clients/config-center-client,org.apache.servicecomb.service.center.client.ServiceCenterClientTest,TestRegisterServiceInstance,org.apache.servicecomb.service.center.client.ServiceCenterClientTest.TestRegisterServiceInstance,0eebf529ce50b443e5023c55b1a24b90d1873cec,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3497,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1043,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,clients/config-center-client,org.apache.servicecomb.service.center.client.ServiceCenterClientTest,TestRegistryService,org.apache.servicecomb.service.center.client.ServiceCenterClientTest.TestRegistryService,0eebf529ce50b443e5023c55b1a24b90d1873cec,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3497,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1044,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,clients/config-center-client,org.apache.servicecomb.service.center.client.ServiceCenterClientTest,TestSendHeartBeats,org.apache.servicecomb.service.center.client.ServiceCenterClientTest.TestSendHeartBeats,0eebf529ce50b443e5023c55b1a24b90d1873cec,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3497,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P1045,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,swagger/swagger-generator,org.apache.servicecomb.swagger.generator.core.TestOperationGenerator,apiOperationThenResponse,org.apache.servicecomb.swagger.generator.core.TestOperationGenerator.apiOperationThenResponse,eb2961c6b4339c1c34622241cfb5f730fcd35a13,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/3450,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,SCB-2718,https://zenodo.org/records/18474558/files/SCB-2718.zip,5f02b0a33b51dcc93fe96c833311cc0fc8d444e7,,,,
P1046,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,swagger/swagger-generator/generator-core,org.apache.servicecomb.swagger.generator.core.TestPojo,testResponseEntity,org.apache.servicecomb.swagger.generator.core.TestPojo.testResponseEntity,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4984,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,previously rejected in https://github.com/apache/servicecomb-java-chassis/pull/4967
P1047,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,swagger/swagger-generator/generator-core,org.apache.servicecomb.swagger.generator.core.TestPojoExample,testPojoExample1,org.apache.servicecomb.swagger.generator.core.TestPojoExample.testPojoExample1,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4984,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,previously rejected in https://github.com/apache/servicecomb-java-chassis/pull/4967
P1048,idoft,A,developer,apache/servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis,swagger/swagger-generator/generator-core,org.apache.servicecomb.swagger.generator.core.TestSwaggerUtils,testSchemaMethod,org.apache.servicecomb.swagger.generator.core.TestSwaggerUtils.testSchemaMethod,9ba66ebc452db6aa5207e5cc7ebd03d48d358e9f,yes,pr,https://github.com/apache/servicecomb-java-chassis/pull/4984,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,previously rejected in https://github.com/apache/servicecomb-java-chassis/pull/4967
