pair_id,source,tier,repair_author,project_slug,project_url,module_path,test_class,test_method,fq_test,before_sha,before_sha_reachable,after_type,after_ref,source_category,idoft_status,flakebench_label,flakebench_category,label_confidence,label_candidates,mapping_note,build_env,java_version,reproflake_zip,reproflake_url,reproflake_fixed_sha,polluter,in_flakebench,flakebench_existing_label,notes,merge_commit_sha,merge_parent_sha,merge_kind,minimal_pair,pr_merged,pr_merged_at,pr_commits,pr_changed_files,pr_touch,pr_files_java_main,pr_files_java_test
P1691,idoft,A,developer,jdereg/json-io,https://github.com/jdereg/json-io,.,com.cedarsoftware.io.NoTypeTest,testNoType,com.cedarsoftware.io.NoTypeTest.testNoType,45699f116bdaac9449cc58fbdd9310f00ac6df5b,yes,pr,https://github.com/jdereg/json-io/pull/301,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,json-io=.=a6f9b6b,https://zenodo.org/records/18605131/files/json-io=.=a6f9b6b.zip,d0c8b93cb45d0415d5ca8cb6a7e4aafaff7d5969,,,,,d0c8b93cb45d0415d5ca8cb6a7e4aafaff7d5969,a6f9b6bbf0bd99cd9fa681d7ffeceb90ea87461e,merge,yes,true,2024-10-25T12:52:56Z,2,4,test_only,0,4
P1692,idoft,A,developer,jdereg/json-io,https://github.com/jdereg/json-io,.,com.cedarsoftware.io.PrettyPrintTest,testPrettyPrint,com.cedarsoftware.io.PrettyPrintTest.testPrettyPrint,fc5e2d1e442cb1172bbeaa7a16daece76c298214,yes,pr,https://github.com/jdereg/json-io/pull/301,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,json-io=.=a6f9b6b,https://zenodo.org/records/18605131/files/json-io=.=a6f9b6b.zip,d0c8b93cb45d0415d5ca8cb6a7e4aafaff7d5969,,,,,d0c8b93cb45d0415d5ca8cb6a7e4aafaff7d5969,a6f9b6bbf0bd99cd9fa681d7ffeceb90ea87461e,merge,yes,true,2024-10-25T12:52:56Z,2,4,test_only,0,4
P1693,idoft,A,developer,jdereg/json-io,https://github.com/jdereg/json-io,.,com.cedarsoftware.io.TestGraphComparatorList,testNewArrayElement,com.cedarsoftware.io.TestGraphComparatorList.testNewArrayElement,e2dfec0aa5b539f8b2e1eca8c56ebede4d9b1215,yes,pr,https://github.com/jdereg/json-io/pull/303,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,json-io=.=01f83ba,https://zenodo.org/records/18605131/files/json-io=.=01f83ba.zip,1d2fb64e2abf8898e2e628533791e090f60f97bf,,,,,1d2fb64e2abf8898e2e628533791e090f60f97bf,01f83bad2555d158506c36d7f5e24897d0154f05,merge,yes,true,2024-11-09T01:11:53Z,1,1,test_only,0,1
P1694,idoft,A,developer,jdereg/json-io,https://github.com/jdereg/json-io,.,com.cedarsoftware.util.io.AtomicIntegerTest,testAssignAtomicInteger,com.cedarsoftware.util.io.AtomicIntegerTest.testAssignAtomicInteger,f8958ef52bbdc94f8aed7d98c96d2775200ec7e7,yes,pr,https://github.com/jdereg/json-io/pull/295,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,9f55e5ba93f9343cd91d0a1c6c2db65b28050e29,9a9d9a3a1e8f375407998d1208400defe77bde78,merge,yes,true,2024-10-05T20:36:07Z,1,1,test_only,0,1
P1695,idoft,A,developer,jdereg/json-io,https://github.com/jdereg/json-io,.,com.cedarsoftware.util.io.EnumTests,testEnumWithPrivateMembersAsField_withPrivatesOn,com.cedarsoftware.util.io.EnumTests.testEnumWithPrivateMembersAsField_withPrivatesOn,f8958ef52bbdc94f8aed7d98c96d2775200ec7e7,yes,pr,https://github.com/jdereg/json-io/pull/297,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,9237102adfeccdcfd3694931d551c24957962520,9f55e5ba93f9343cd91d0a1c6c2db65b28050e29,merge,yes,true,2024-10-13T03:12:12Z,1,1,test_only,0,1
P1696,idoft,A,developer,jetty/jetty.project,https://github.com/jetty/jetty.project,jetty-server,org.eclipse.jetty.server.ssl.SniSslConnectionFactoryTest,testSNIConnectNoWild,org.eclipse.jetty.server.ssl.SniSslConnectionFactoryTest.testSNIConnectNoWild,9cede68b355515e1cf8802fd1fcf67aa7547aad1,yes,pr,https://github.com/jetty/jetty.project/pull/10885,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f620f99c78511a86e4e737e60add93d1a9d662b0,832f19ea8b5d244bdd4f8fa934169563813f2fe4,squash_or_rebase,yes,true,2023-12-09T17:04:10Z,1,1,test_only,0,1
P1697,idoft,A,developer,jetty/jetty.project,https://github.com/jetty/jetty.project,jetty-server,org.eclipse.jetty.server.ssl.SslConnectionFactoryTest,testSNIConnect,org.eclipse.jetty.server.ssl.SslConnectionFactoryTest.testSNIConnect,9cede68b355515e1cf8802fd1fcf67aa7547aad1,yes,pr,https://github.com/jetty/jetty.project/pull/10885,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f620f99c78511a86e4e737e60add93d1a9d662b0,832f19ea8b5d244bdd4f8fa934169563813f2fe4,squash_or_rebase,yes,true,2023-12-09T17:04:10Z,1,1,test_only,0,1
P1698,idoft,A,developer,jfree/jfreechart,https://github.com/jfree/jfreechart,.,org.jfree.data.time.DayTest,testParseDay,org.jfree.data.time.DayTest.testParseDay,520a4be69ba932061ab9b89f328842caf152e1d9,yes,pr,https://github.com/jfree/jfreechart/pull/103,OD-Vic,InspiredAFix,test order dependency,4,high,,,none,,,,,,,,,,,unmerged,no,false,,1,1,test_only,0,1
P1699,idoft,A,developer,jmeter-maven-plugin/jmeter-maven-plugin,https://github.com/jmeter-maven-plugin/jmeter-maven-plugin,.,com.lazerycode.jmeter.json.TestConfigTest,createConfigFromResourceFile,com.lazerycode.jmeter.json.TestConfigTest.createConfigFromResourceFile,618363c461843ec2849cdc15d53ee85bdbaec3f2,yes,pr,https://github.com/jmeter-maven-plugin/jmeter-maven-plugin/pull/408,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,jmeter-maven-plugin=.=cd921de,https://zenodo.org/records/18605131/files/jmeter-maven-plugin=.=cd921de.zip,6636cd7cf376f23ed49a2cdcc91d7b4b9ff66ec5,,,,,6636cd7cf376f23ed49a2cdcc91d7b4b9ff66ec5,cd921de8c6425d80d06426482754be60732c0a11,merge,yes,true,2021-07-13T08:18:15Z,1,2,test_only,0,1
P1700,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.GroupTest,getgroups,jnr.posix.GroupTest.getgroups,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,reproflake,8,jnrposixd9f3f84,https://zenodo.org/records/18605131/files/jnrposixd9f3f84.zip,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,jnr.posix.EnvTest.testSetenvOverwrite,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1701,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.NlLanginfoTest,testNlLanginfo,jnr.posix.NlLanginfoTest.testNlLanginfo,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1702,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.SpawnTest,closeInput,jnr.posix.SpawnTest.closeInput,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1703,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.SpawnTest,inputPipe,jnr.posix.SpawnTest.inputPipe,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1704,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.SpawnTest,outputPipe,jnr.posix.SpawnTest.outputPipe,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1705,idoft,A,developer,jnr/jnr-posix,https://github.com/jnr/jnr-posix,.,jnr.posix.SpawnTest,validPid,jnr.posix.SpawnTest.validPid,dbda72ce198a8dd766c30c591d63d726d2a28a7c,yes,pr,https://github.com/jnr/jnr-posix/pull/185,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/84,3b3e32f8c448e910abbb7b770fde0fffb44a47e7,d9f3f84c23d18c3a64af9638e305ce963ab6636a,merge,yes,true,2023-10-26T13:33:32Z,1,1,test_only,0,1
P1706,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,client/jmx-adapter,org.jolokia.client.jmxadapter.JmxBridgeTest,testMBeanInfo,org.jolokia.client.jmxadapter.JmxBridgeTest.testMBeanInfo,f5688d4dbc02a74df8f05bee77056ee331363119,yes,pr,https://github.com/jolokia/jolokia/pull/909,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,582cd6916fd1463a7a5de204b9f42d60054e5e26,f5688d4dbc02a74df8f05bee77056ee331363119,squash_or_rebase,no,true,2025-10-02T08:17:07Z,6,1,test_only,0,1
P1707,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-jvm,org.jolokia.jvmagent.JolokiaServerTest,http,org.jolokia.jvmagent.JolokiaServerTest.http,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/765,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,63afa15b0e444aff3fd38fbb4bebf274de573454,d5731af20be58f427a4fd8ea8912bf9d2986ad3e,squash_or_rebase,yes,true,2024-11-06T06:03:51Z,1,1,test_only,0,1
P1708,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-jvm,org.jolokia.jvmagent.JolokiaServerTest,serverPicksThePort,org.jolokia.jvmagent.JolokiaServerTest.serverPicksThePort,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/765,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,63afa15b0e444aff3fd38fbb4bebf274de573454,d5731af20be58f427a4fd8ea8912bf9d2986ad3e,squash_or_rebase,yes,true,2024-11-06T06:03:51Z,1,1,test_only,0,1
P1709,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-jvm,org.jolokia.jvmagent.JolokiaServerTest,sslWithSpecialHttpsSettings,org.jolokia.jvmagent.JolokiaServerTest.sslWithSpecialHttpsSettings,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/756,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,4d6d819cc20ba28ca14dd213b06ea1154d06555b,d7c328c2417e7ec6c956b67ba88fe42223a84bf3,squash_or_rebase,yes,true,2024-10-22T09:37:04Z,1,1,test_only,0,1
P1710,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-spring,org.jolokia.jvmagent.spring.JolokiaServerIntegrationTest,simple,org.jolokia.jvmagent.spring.JolokiaServerIntegrationTest.simple,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1711,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-spring,org.jolokia.jvmagent.spring.JolokiaServerIntegrationTest,withPlainBean,org.jolokia.jvmagent.spring.JolokiaServerIntegrationTest.withPlainBean,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1712,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-spring,org.jolokia.jvmagent.spring.SpringJolokiaServerTest,withMultiConfigAndStart,org.jolokia.jvmagent.spring.SpringJolokiaServerTest.withMultiConfigAndStart,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1713,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-spring,org.jolokia.jvmagent.spring.SpringJolokiaServerTest,withoutStart,org.jolokia.jvmagent.spring.SpringJolokiaServerTest.withoutStart,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1714,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,jolokia-spring,org.jolokia.jvmagent.spring.SpringJolokiaServerTest,withStart,org.jolokia.jvmagent.spring.SpringJolokiaServerTest.withStart,ead322cc39f43b5b46d9353f539896a430a61b69,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1715,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,service/serializer,org.jolokia.service.serializer.json.SimplifiersTest,fileSimplifier,org.jolokia.service.serializer.json.SimplifiersTest.fileSimplifier,73b830d2c38899ed33e95b487e9a291a80fb9f5f,yes,pr,https://github.com/jolokia/jolokia/pull/907,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,8879995c7d5d2858ccfaeafdf7a6baee7b9df9e4,73b830d2c38899ed33e95b487e9a291a80fb9f5f,squash_or_rebase,yes,true,2025-10-02T06:45:41Z,1,1,test_only,0,1
P1716,idoft,A,developer,jolokia/jolokia,https://github.com/jolokia/jolokia,support/spring,org.jolokia.support.spring.SpringJolokiaServerTest,systemProperties,org.jolokia.support.spring.SpringJolokiaServerTest.systemProperties,f769a3b1374909b64a2dfbbcb03918a487dce475,yes,pr,https://github.com/jolokia/jolokia/pull/750,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,17,jolokia=support+spring=275165b,https://zenodo.org/records/18605131/files/jolokia=support+spring=275165b.zip,972b359d5f43a0e32ad97d3f10d9c2d39275d724,,,,,972b359d5f43a0e32ad97d3f10d9c2d39275d724,275165b020c51ddbad227ee4d2de75cdc122c9e8,squash_or_rebase,yes,true,2024-10-07T13:38:16Z,1,1,test_only,0,1
P1717,idoft,A,developer,karatelabs/karate,https://github.com/karatelabs/karate,karate-core,com.intuit.karate.JsonUtilsTest,testBeanConversion,com.intuit.karate.JsonUtilsTest.testBeanConversion,14807dbf8d7c45f709299574222dd498b1fa5e67,yes,pr,https://github.com/karatelabs/karate/pull/1829,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,karate=karate-core=935f0a8,https://zenodo.org/records/18605131/files/karate=karate-core=935f0a8.zip,dbae11816f3ce1b4f62c6bc150af575f3a947438,,,,,dbae11816f3ce1b4f62c6bc150af575f3a947438,935f0a8f4355c653ff10c929804c99bc332398f3,merge,yes,true,2021-11-08T17:18:40Z,1,1,test_only,0,1
P1718,idoft,A,developer,karatelabs/karate,https://github.com/karatelabs/karate,karate-core,com.intuit.karate.JsonUtilsTest,testPojoConversion,com.intuit.karate.JsonUtilsTest.testPojoConversion,09bc49eb6fcfc029a09dbdb385137ff71985c89b,yes,pr,https://github.com/karatelabs/karate/pull/1829,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,karate=karate-core=935f0a8,https://zenodo.org/records/18605131/files/karate=karate-core=935f0a8.zip,dbae11816f3ce1b4f62c6bc150af575f3a947438,,,,,dbae11816f3ce1b4f62c6bc150af575f3a947438,935f0a8f4355c653ff10c929804c99bc332398f3,merge,yes,true,2021-11-08T17:18:40Z,1,1,test_only,0,1
P1719,idoft,A,developer,kiegroup/optaplanner,https://github.com/kiegroup/optaplanner,optaplanner-core,org.optaplanner.core.impl.domain.solution.descriptor.SolutionDescriptorTest,extendedAbstractSolution,org.optaplanner.core.impl.domain.solution.descriptor.SolutionDescriptorTest.extendedAbstractSolution,dff7457cb5ba1557727deddef5b675dd00fbf8a8,yes,pr,https://github.com/kiegroup/optaplanner/pull/690,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,,,,,,,,,,,
P1720,idoft,A,developer,kiegroup/optaplanner,https://github.com/kiegroup/optaplanner,optaplanner-core,org.optaplanner.core.impl.domain.solution.descriptor.SolutionDescriptorTest,extendedAbstractSolutionOverridesGetScore,org.optaplanner.core.impl.domain.solution.descriptor.SolutionDescriptorTest.extendedAbstractSolutionOverridesGetScore,dff7457cb5ba1557727deddef5b675dd00fbf8a8,yes,pr,https://github.com/kiegroup/optaplanner/pull/690,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,,,,,,,,,,,
P1721,idoft,A,developer,knowm/xchange,https://github.com/knowm/XChange,xchange-kraken,org.knowm.xchange.kraken.KrakenUtilsTest,testAdaptTradeHistoryByCurrencyPair,org.knowm.xchange.kraken.KrakenUtilsTest.testAdaptTradeHistoryByCurrencyPair,d56e61f2cf1368f917965a8c43f292a2a1b28ebc,yes,pr,https://github.com/knowm/XChange/pull/4788,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,XChange=xchange-kraken=c7dd935,https://zenodo.org/records/18474558/files/XChange=xchange-kraken=c7dd935.zip,f23f951c20855f07a6c28913112c0e7246396240,,,,,f23f951c20855f07a6c28913112c0e7246396240,c7dd9359163744ab44f9b98de186c06cbb083037,merge,yes,true,2023-12-01T10:28:47Z,1,1,test_only,0,1
P1722,idoft,A,developer,kong/unirest-java,https://github.com/Kong/unirest-java,unirest,BehaviorTests.DefectTest,nullAndObjectValuesInMap,BehaviorTests.DefectTest.nullAndObjectValuesInMap,36e7480d619507b8e96b10645a7ca72c0279832b,yes,pr,https://github.com/Kong/unirest-java/pull/408,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,yes,unordered collections,,c4b7e59a30c36a6493954583fea0cd34f2eb319d,08100b1efec7e662599cea34355d90eb78b1b8eb,merge,yes,true,2021-07-19T17:14:19Z,1,1,test_only,0,1
P1723,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testBasicListenerWithUnexpectedMessage,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testBasicListenerWithUnexpectedMessage,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1724,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testConstructor,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testConstructor,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1725,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testGenericsListener,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListener,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1726,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testGenericsListenerDefaultConstructorThrows,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListenerDefaultConstructorThrows,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1727,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testOnMessageWithExpectedMessage,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testOnMessageWithExpectedMessage,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1728,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testParametrizedConstructor,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testParametrizedConstructor,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1729,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testSequenceListener,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListener,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1730,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testSequenceListenerWithIncorrectOrder,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithIncorrectOrder,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,reproflake,8,marineapi0a1f308,https://zenodo.org/records/18605131/files/marineapi0a1f308.zip,b5b80bc2e8868e2cf0358e487e177668a8654a65,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
P1731,idoft,A,developer,ktuukkan/marine-api,https://github.com/ktuukkan/marine-api,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest,testSequenceListenerWithMixedOrder,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithMixedOrder,af0003847db9ba822f67d4f1dceb8de3fe63250a,yes,pr,https://github.com/ktuukkan/marine-api/pull/109,OD-Vic,Accepted,test order dependency,4,high,,,none,,,,,,yes,non-flaky,,b5b80bc2e8868e2cf0358e487e177668a8654a65,0a1f3085a69b4b0d6b7c827f679a1a59b70277d0,squash_or_rebase,no,true,2020-01-10T20:50:59Z,2,1,test_only,0,1
